user_id,event_time,event_name,channel,device,variant,order_value
104,2025-01-01 05:39:49,signup,email,mobile,treatment,0.0
8871,2025-01-01 05:43:48,visit,social,mobile,treatment,0.0
845,2025-01-01 06:08:39,visit,social,mobile,treatment,0.0
1996,2025-01-01 06:29:42,signup,paid_search,desktop,treatment,0.0
9546,2025-01-01 06:30:08,visit,organic,tablet,control,0.0
8283,2025-01-01 06:32:21,visit,email,desktop,treatment,0.0
4055,2025-01-01 06:33:49,signup,email,tablet,control,0.0
2443,2025-01-01 06:37:49,visit,paid_search,mobile,control,0.0
9009,2025-01-01 06:46:16,visit,paid_search,desktop,treatment,0.0
1763,2025-01-01 06:52:01,visit,organic,mobile,control,0.0
5844,2025-01-01 06:53:45,visit,paid_search,desktop,control,0.0
1488,2025-01-01 07:04:43,signup,organic,desktop,control,0.0
8871,2025-01-01 07:09:56,signup,social,mobile,treatment,0.0
1949,2025-01-01 07:10:39,visit,organic,mobile,treatment,0.0
10787,2025-01-01 07:12:43,visit,paid_search,mobile,treatment,0.0
1807,2025-01-01 07:14:10,add_to_cart,email,mobile,treatment,0.0
11391,2025-01-01 07:18:08,visit,social,desktop,control,0.0
6984,2025-01-01 07:29:59,visit,social,mobile,control,0.0
8283,2025-01-01 07:37:59,signup,email,desktop,treatment,0.0
2443,2025-01-01 07:39:01,signup,paid_search,mobile,control,0.0
11391,2025-01-01 07:49:53,signup,social,desktop,control,0.0
2646,2025-01-01 07:54:45,visit,paid_search,mobile,treatment,0.0
7989,2025-01-01 07:58:09,visit,email,mobile,treatment,0.0
7363,2025-01-01 08:05:43,visit,paid_search,mobile,treatment,0.0
1237,2025-01-01 08:13:46,visit,paid_search,desktop,control,0.0
5844,2025-01-01 08:22:21,signup,paid_search,desktop,control,0.0
6358,2025-01-01 08:46:55,visit,organic,mobile,control,0.0
10787,2025-01-01 08:47:02,signup,paid_search,mobile,treatment,0.0
4131,2025-01-01 08:50:24,visit,referral,desktop,control,0.0
575,2025-01-01 08:57:43,visit,paid_search,mobile,control,0.0
10062,2025-01-01 09:04:20,visit,organic,mobile,treatment,0.0
7989,2025-01-01 09:11:53,signup,email,mobile,treatment,0.0
10062,2025-01-01 09:13:28,signup,organic,mobile,treatment,0.0
773,2025-01-01 09:14:11,visit,paid_search,mobile,control,0.0
6057,2025-01-01 10:05:53,visit,paid_search,mobile,control,0.0
5603,2025-01-01 10:12:52,visit,organic,mobile,treatment,0.0
10887,2025-01-01 10:12:54,visit,social,mobile,treatment,0.0
4131,2025-01-01 10:16:27,signup,referral,desktop,control,0.0
773,2025-01-01 10:34:03,signup,paid_search,mobile,control,0.0
4111,2025-01-01 10:39:16,visit,paid_search,mobile,control,0.0
11080,2025-01-01 10:51:02,visit,organic,desktop,treatment,0.0
11844,2025-01-01 10:53:17,visit,paid_search,tablet,treatment,0.0
11080,2025-01-01 10:55:46,signup,organic,desktop,treatment,0.0
11080,2025-01-01 11:05:19,add_to_cart,organic,desktop,treatment,0.0
11151,2025-01-01 11:14:49,visit,referral,tablet,treatment,0.0
6926,2025-01-01 11:16:59,add_to_cart,organic,desktop,control,0.0
901,2025-01-01 11:35:04,visit,paid_search,desktop,control,0.0
4788,2025-01-01 11:39:13,visit,organic,mobile,treatment,0.0
11844,2025-01-01 11:46:59,signup,paid_search,tablet,treatment,0.0
4111,2025-01-01 11:52:13,signup,paid_search,mobile,control,0.0
2789,2025-01-01 11:55:01,visit,paid_search,tablet,treatment,0.0
5462,2025-01-01 12:01:37,visit,paid_search,tablet,control,0.0
8562,2025-01-01 12:01:58,visit,referral,mobile,treatment,0.0
4598,2025-01-01 12:04:26,visit,paid_search,tablet,control,0.0
9932,2025-01-01 12:07:43,visit,paid_search,mobile,control,0.0
4111,2025-01-01 12:09:38,add_to_cart,paid_search,mobile,control,0.0
6414,2025-01-01 12:21:34,visit,referral,desktop,control,0.0
10312,2025-01-01 12:23:37,visit,email,desktop,control,0.0
10312,2025-01-01 12:29:04,signup,email,desktop,control,0.0
6302,2025-01-01 12:34:16,visit,paid_search,mobile,treatment,0.0
7754,2025-01-01 12:43:37,visit,organic,mobile,treatment,0.0
8562,2025-01-01 12:50:31,signup,referral,mobile,treatment,0.0
5462,2025-01-01 13:03:41,signup,paid_search,tablet,control,0.0
2202,2025-01-01 13:06:27,visit,referral,mobile,treatment,0.0
1996,2025-01-01 13:07:51,add_to_cart,paid_search,desktop,treatment,0.0
2202,2025-01-01 13:10:00,signup,referral,mobile,treatment,0.0
11493,2025-01-01 13:11:42,visit,email,desktop,treatment,0.0
4598,2025-01-01 13:17:39,signup,paid_search,tablet,control,0.0
6302,2025-01-01 13:24:16,signup,paid_search,mobile,treatment,0.0
2259,2025-01-01 13:29:53,visit,email,mobile,treatment,0.0
9932,2025-01-01 13:34:00,signup,paid_search,mobile,control,0.0
9550,2025-01-01 13:41:52,visit,social,desktop,treatment,0.0
11250,2025-01-01 13:41:54,add_to_cart,email,mobile,treatment,0.0
11493,2025-01-01 13:43:57,signup,email,desktop,treatment,0.0
4627,2025-01-01 14:04:31,visit,organic,mobile,treatment,0.0
10964,2025-01-01 14:11:14,visit,referral,desktop,treatment,0.0
3799,2025-01-01 14:11:52,visit,organic,mobile,control,0.0
6754,2025-01-01 14:12:31,visit,organic,desktop,treatment,0.0
11391,2025-01-01 14:23:33,add_to_cart,social,desktop,control,0.0
3234,2025-01-01 14:33:37,visit,referral,mobile,control,0.0
6754,2025-01-01 14:44:33,signup,organic,desktop,treatment,0.0
5170,2025-01-01 14:51:27,visit,email,desktop,control,0.0
5083,2025-01-01 14:53:20,visit,organic,mobile,treatment,0.0
5297,2025-01-01 14:55:16,visit,email,mobile,treatment,0.0
4885,2025-01-01 14:58:48,visit,referral,mobile,treatment,0.0
10356,2025-01-01 15:05:44,visit,paid_search,mobile,control,0.0
3799,2025-01-01 15:12:14,signup,organic,mobile,control,0.0
10964,2025-01-01 15:13:40,signup,referral,desktop,treatment,0.0
9550,2025-01-01 15:14:12,signup,social,desktop,treatment,0.0
10456,2025-01-01 15:15:24,visit,social,mobile,control,0.0
10062,2025-01-01 15:20:55,add_to_cart,organic,mobile,treatment,0.0
303,2025-01-01 15:33:35,visit,paid_search,mobile,treatment,0.0
11250,2025-01-01 15:36:02,purchase,email,mobile,treatment,23.63
10356,2025-01-01 15:54:04,signup,paid_search,mobile,control,0.0
4627,2025-01-01 15:59:14,signup,organic,mobile,treatment,0.0
5297,2025-01-01 16:02:01,signup,email,mobile,treatment,0.0
2628,2025-01-01 16:12:07,visit,referral,tablet,treatment,0.0
8838,2025-01-01 16:12:17,add_to_cart,paid_search,desktop,control,0.0
4885,2025-01-01 16:12:37,signup,referral,mobile,treatment,0.0
3217,2025-01-01 16:15:14,visit,referral,mobile,control,0.0
1409,2025-01-01 16:17:59,visit,social,desktop,treatment,0.0
6906,2025-01-01 16:25:23,visit,referral,desktop,control,0.0
3234,2025-01-01 16:32:04,signup,referral,mobile,control,0.0
10787,2025-01-01 16:40:06,add_to_cart,paid_search,mobile,treatment,0.0
9691,2025-01-01 16:42:30,visit,organic,mobile,treatment,0.0
2443,2025-01-01 16:47:04,add_to_cart,paid_search,mobile,control,0.0
7006,2025-01-01 16:53:05,visit,social,mobile,control,0.0
9125,2025-01-01 16:54:00,visit,paid_search,mobile,treatment,0.0
1532,2025-01-01 17:03:02,visit,organic,desktop,control,0.0
7727,2025-01-01 17:05:25,visit,paid_search,mobile,control,0.0
4689,2025-01-01 17:09:15,visit,paid_search,mobile,control,0.0
10312,2025-01-01 17:19:01,add_to_cart,email,desktop,control,0.0
9676,2025-01-01 17:19:14,visit,organic,mobile,control,0.0
6906,2025-01-01 17:21:41,signup,referral,desktop,control,0.0
1532,2025-01-01 17:25:13,signup,organic,desktop,control,0.0
9691,2025-01-01 17:30:53,signup,organic,mobile,treatment,0.0
5760,2025-01-01 17:39:02,visit,social,desktop,treatment,0.0
7006,2025-01-01 17:39:37,signup,social,mobile,control,0.0
6229,2025-01-01 17:49:37,add_to_cart,referral,mobile,treatment,0.0
5462,2025-01-01 17:51:30,add_to_cart,paid_search,tablet,control,0.0
6076,2025-01-01 18:04:13,visit,referral,desktop,treatment,0.0
7727,2025-01-01 18:18:13,signup,paid_search,mobile,control,0.0
9125,2025-01-01 18:19:28,signup,paid_search,mobile,treatment,0.0
6076,2025-01-01 18:21:27,signup,referral,desktop,treatment,0.0
4691,2025-01-01 18:31:25,visit,referral,desktop,treatment,0.0
9676,2025-01-01 18:33:14,signup,organic,mobile,control,0.0
6521,2025-01-01 18:33:29,visit,paid_search,mobile,treatment,0.0
6521,2025-01-01 18:35:25,signup,paid_search,mobile,treatment,0.0
2401,2025-01-01 18:37:02,visit,paid_search,mobile,control,0.0
6878,2025-01-01 18:54:04,visit,organic,mobile,control,0.0
1190,2025-01-01 19:14:12,visit,social,mobile,treatment,0.0
7969,2025-01-01 19:24:16,visit,organic,mobile,control,0.0
4691,2025-01-01 19:30:05,signup,referral,desktop,treatment,0.0
5760,2025-01-01 19:37:49,signup,social,desktop,treatment,0.0
1739,2025-01-01 19:39:12,visit,organic,mobile,treatment,0.0
10848,2025-01-01 19:46:50,visit,organic,tablet,control,0.0
6076,2025-01-01 19:52:33,add_to_cart,referral,desktop,treatment,0.0
1294,2025-01-01 19:56:11,visit,organic,mobile,control,0.0
3399,2025-01-01 19:56:13,visit,email,desktop,control,0.0
707,2025-01-01 20:00:32,visit,organic,mobile,control,0.0
7735,2025-01-01 20:14:13,visit,email,mobile,treatment,0.0
3399,2025-01-01 20:18:52,signup,email,desktop,control,0.0
7735,2025-01-01 20:26:26,signup,email,mobile,treatment,0.0
6878,2025-01-01 20:35:05,signup,organic,mobile,control,0.0
7969,2025-01-01 20:38:22,signup,organic,mobile,control,0.0
7067,2025-01-01 20:38:47,visit,email,mobile,treatment,0.0
3674,2025-01-01 20:39:34,visit,paid_search,mobile,treatment,0.0
6754,2025-01-01 20:45:18,add_to_cart,organic,desktop,treatment,0.0
7205,2025-01-01 21:02:09,visit,paid_search,desktop,control,0.0
4361,2025-01-01 21:23:47,visit,email,mobile,treatment,0.0
9982,2025-01-01 21:32:04,visit,organic,mobile,control,0.0
465,2025-01-01 21:36:37,visit,social,desktop,control,0.0
3191,2025-01-01 21:39:13,visit,paid_search,desktop,treatment,0.0
3191,2025-01-01 21:48:17,signup,paid_search,desktop,treatment,0.0
6741,2025-01-01 21:50:38,visit,referral,mobile,treatment,0.0
10902,2025-01-01 21:51:32,visit,organic,mobile,control,0.0
3674,2025-01-01 22:01:55,signup,paid_search,mobile,treatment,0.0
7212,2025-01-01 22:19:03,visit,paid_search,tablet,treatment,0.0
8312,2025-01-01 22:27:23,visit,organic,mobile,treatment,0.0
4885,2025-01-01 22:31:38,add_to_cart,referral,mobile,treatment,0.0
6741,2025-01-01 22:38:39,signup,referral,mobile,treatment,0.0
6591,2025-01-01 22:40:18,visit,social,mobile,treatment,0.0
1070,2025-01-01 22:43:05,visit,social,mobile,control,0.0
465,2025-01-01 22:50:06,signup,social,desktop,control,0.0
10902,2025-01-01 23:02:51,signup,organic,mobile,control,0.0
4361,2025-01-01 23:08:13,signup,email,mobile,treatment,0.0
7585,2025-01-01 23:11:00,visit,paid_search,mobile,control,0.0
1482,2025-01-01 23:13:14,visit,referral,mobile,control,0.0
9691,2025-01-01 23:19:16,add_to_cart,organic,mobile,treatment,0.0
9982,2025-01-01 23:19:39,signup,organic,mobile,control,0.0
9381,2025-01-01 23:20:47,visit,organic,mobile,treatment,0.0
1070,2025-01-01 23:25:45,signup,social,mobile,control,0.0
3674,2025-01-01 23:49:28,add_to_cart,paid_search,mobile,treatment,0.0
6591,2025-01-02 00:00:33,signup,social,mobile,treatment,0.0
7585,2025-01-02 00:11:48,signup,paid_search,mobile,control,0.0
7006,2025-01-02 00:11:50,add_to_cart,social,mobile,control,0.0
5916,2025-01-02 00:33:26,visit,email,tablet,control,0.0
9285,2025-01-02 00:44:35,visit,organic,mobile,treatment,0.0
9285,2025-01-02 00:49:58,signup,organic,mobile,treatment,0.0
9381,2025-01-02 00:56:07,signup,organic,mobile,treatment,0.0
1482,2025-01-02 00:58:34,signup,referral,mobile,control,0.0
6591,2025-01-02 01:03:53,add_to_cart,social,mobile,treatment,0.0
5880,2025-01-02 01:19:20,visit,social,tablet,treatment,0.0
801,2025-01-02 01:20:22,visit,paid_search,mobile,treatment,0.0
3136,2025-01-02 01:21:46,visit,social,mobile,control,0.0
4131,2025-01-02 02:14:11,add_to_cart,referral,desktop,control,0.0
9550,2025-01-02 02:35:50,session,social,desktop,treatment,0.0
11844,2025-01-02 02:44:26,add_to_cart,paid_search,tablet,treatment,0.0
415,2025-01-02 02:46:29,visit,paid_search,mobile,treatment,0.0
10412,2025-01-02 02:46:56,visit,email,mobile,control,0.0
1366,2025-01-02 02:49:52,visit,organic,desktop,treatment,0.0
5844,2025-01-02 03:01:11,add_to_cart,paid_search,desktop,control,0.0
5880,2025-01-02 03:01:51,signup,social,tablet,treatment,0.0
4505,2025-01-02 03:05:12,visit,email,mobile,treatment,0.0
801,2025-01-02 03:06:35,signup,paid_search,mobile,treatment,0.0
7992,2025-01-02 03:25:55,visit,organic,desktop,control,0.0
3804,2025-01-02 03:34:02,visit,email,mobile,control,0.0
4505,2025-01-02 03:35:08,signup,email,mobile,treatment,0.0
478,2025-01-02 03:40:28,visit,paid_search,mobile,control,0.0
7989,2025-01-02 03:41:44,session,email,mobile,treatment,0.0
5745,2025-01-02 03:44:05,visit,paid_search,mobile,control,0.0
478,2025-01-02 03:49:42,signup,paid_search,mobile,control,0.0
2171,2025-01-02 03:59:44,visit,referral,desktop,treatment,0.0
773,2025-01-02 04:02:10,add_to_cart,paid_search,mobile,control,0.0
9285,2025-01-02 04:03:43,add_to_cart,organic,mobile,treatment,0.0
9125,2025-01-02 04:09:52,session,paid_search,mobile,treatment,0.0
10412,2025-01-02 04:13:04,signup,email,mobile,control,0.0
1532,2025-01-02 04:23:47,add_to_cart,organic,desktop,control,0.0
2171,2025-01-02 04:44:30,signup,referral,desktop,treatment,0.0
3804,2025-01-02 04:45:51,signup,email,mobile,control,0.0
6747,2025-01-02 05:04:56,visit,referral,mobile,control,0.0
10863,2025-01-02 05:15:02,visit,organic,mobile,treatment,0.0
7489,2025-01-02 05:17:32,visit,paid_search,mobile,treatment,0.0
5880,2025-01-02 05:48:56,add_to_cart,social,tablet,treatment,0.0
6151,2025-01-02 06:06:20,visit,organic,mobile,control,0.0
7610,2025-01-02 06:15:18,visit,organic,mobile,control,0.0
10863,2025-01-02 06:19:00,signup,organic,mobile,treatment,0.0
233,2025-01-02 06:19:50,visit,email,desktop,control,0.0
7602,2025-01-02 06:22:07,visit,organic,mobile,control,0.0
7517,2025-01-02 06:22:57,visit,paid_search,desktop,treatment,0.0
6747,2025-01-02 06:33:52,signup,referral,mobile,control,0.0
6151,2025-01-02 06:35:17,signup,organic,mobile,control,0.0
4527,2025-01-02 06:39:14,visit,referral,desktop,treatment,0.0
5621,2025-01-02 06:39:54,visit,email,mobile,control,0.0
11519,2025-01-02 06:41:37,visit,paid_search,mobile,control,0.0
8444,2025-01-02 06:46:35,visit,organic,mobile,control,0.0
7489,2025-01-02 06:52:20,signup,paid_search,mobile,treatment,0.0
11959,2025-01-02 06:55:50,visit,email,mobile,treatment,0.0
7227,2025-01-02 07:00:12,visit,social,mobile,control,0.0
11519,2025-01-02 07:02:59,signup,paid_search,mobile,control,0.0
8444,2025-01-02 07:15:46,signup,organic,mobile,control,0.0
9584,2025-01-02 07:16:27,visit,organic,mobile,treatment,0.0
7517,2025-01-02 07:22:54,signup,paid_search,desktop,treatment,0.0
233,2025-01-02 07:23:31,signup,email,desktop,control,0.0
7227,2025-01-02 07:35:27,signup,social,mobile,control,0.0
4527,2025-01-02 07:43:40,signup,referral,desktop,treatment,0.0
10062,2025-01-02 07:50:19,purchase,organic,mobile,treatment,65.32
5462,2025-01-02 07:50:55,session,paid_search,tablet,control,0.0
7610,2025-01-02 07:55:16,signup,organic,mobile,control,0.0
9676,2025-01-02 08:01:28,session,organic,mobile,control,0.0
7610,2025-01-02 08:09:08,add_to_cart,organic,mobile,control,0.0
7602,2025-01-02 08:16:51,signup,organic,mobile,control,0.0
1624,2025-01-02 08:17:08,visit,organic,mobile,control,0.0
1038,2025-01-02 08:17:53,visit,email,mobile,control,0.0
10863,2025-01-02 08:25:54,add_to_cart,organic,mobile,treatment,0.0
11873,2025-01-02 08:32:03,visit,paid_search,mobile,treatment,0.0
10183,2025-01-02 08:32:28,visit,paid_search,mobile,treatment,0.0
11493,2025-01-02 08:33:16,session,email,desktop,treatment,0.0
11959,2025-01-02 08:33:44,signup,email,mobile,treatment,0.0
1038,2025-01-02 08:39:13,signup,email,mobile,control,0.0
3904,2025-01-02 08:43:36,visit,paid_search,desktop,control,0.0
3804,2025-01-02 08:50:33,add_to_cart,email,mobile,control,0.0
10610,2025-01-02 09:09:53,visit,referral,desktop,control,0.0
10610,2025-01-02 09:32:24,signup,referral,desktop,control,0.0
1624,2025-01-02 09:53:37,signup,organic,mobile,control,0.0
9632,2025-01-02 09:53:54,visit,paid_search,mobile,treatment,0.0
5897,2025-01-02 10:04:33,visit,paid_search,tablet,control,0.0
465,2025-01-02 10:06:47,session,social,desktop,control,0.0
9483,2025-01-02 10:07:54,visit,social,mobile,treatment,0.0
10902,2025-01-02 10:15:21,add_to_cart,organic,mobile,control,0.0
10183,2025-01-02 10:32:12,signup,paid_search,mobile,treatment,0.0
3799,2025-01-02 10:40:27,add_to_cart,organic,mobile,control,0.0
5746,2025-01-02 10:47:05,visit,referral,desktop,control,0.0
5746,2025-01-02 10:49:14,signup,referral,desktop,control,0.0
6918,2025-01-02 10:49:21,visit,email,mobile,treatment,0.0
8683,2025-01-02 10:50:59,visit,referral,desktop,treatment,0.0
1121,2025-01-02 10:55:43,visit,paid_search,mobile,control,0.0
3674,2025-01-02 11:06:46,purchase,paid_search,mobile,treatment,29.96
410,2025-01-02 11:09:53,visit,organic,desktop,control,0.0
410,2025-01-02 11:13:50,signup,organic,desktop,control,0.0
8610,2025-01-02 11:22:24,visit,referral,mobile,control,0.0
8945,2025-01-02 11:24:23,visit,email,desktop,control,0.0
6878,2025-01-02 11:25:14,add_to_cart,organic,mobile,control,0.0
465,2025-01-02 11:29:03,add_to_cart,social,desktop,control,0.0
3898,2025-01-02 11:37:28,visit,email,tablet,treatment,0.0
5880,2025-01-02 11:40:49,purchase,social,tablet,treatment,59.43
6918,2025-01-02 11:50:04,signup,email,mobile,treatment,0.0
4230,2025-01-02 11:54:00,visit,paid_search,tablet,treatment,0.0
8272,2025-01-02 11:56:14,visit,email,mobile,treatment,0.0
540,2025-01-02 11:58:46,visit,email,mobile,treatment,0.0
4527,2025-01-02 12:02:10,add_to_cart,referral,desktop,treatment,0.0
8610,2025-01-02 12:05:49,signup,referral,mobile,control,0.0
3505,2025-01-02 12:07:13,visit,social,mobile,treatment,0.0
790,2025-01-02 12:11:21,visit,referral,desktop,treatment,0.0
9125,2025-01-02 12:12:34,session,paid_search,mobile,treatment,0.0
233,2025-01-02 12:12:51,add_to_cart,email,desktop,control,0.0
9125,2025-01-02 12:26:03,add_to_cart,paid_search,mobile,treatment,0.0
6642,2025-01-02 12:29:45,visit,paid_search,desktop,treatment,0.0
8683,2025-01-02 12:30:43,signup,referral,desktop,treatment,0.0
2975,2025-01-02 12:32:21,visit,organic,tablet,control,0.0
4062,2025-01-02 12:34:47,visit,paid_search,mobile,control,0.0
8619,2025-01-02 12:36:34,visit,paid_search,desktop,control,0.0
8272,2025-01-02 12:39:07,signup,email,mobile,treatment,0.0
6642,2025-01-02 12:40:29,signup,paid_search,desktop,treatment,0.0
8619,2025-01-02 12:53:00,signup,paid_search,desktop,control,0.0
1682,2025-01-02 12:56:23,visit,social,desktop,control,0.0
9199,2025-01-02 13:00:44,visit,organic,tablet,treatment,0.0
10915,2025-01-02 13:21:16,visit,email,mobile,control,0.0
9199,2025-01-02 13:33:55,signup,organic,tablet,treatment,0.0
9982,2025-01-02 13:35:28,add_to_cart,organic,mobile,control,0.0
2975,2025-01-02 13:42:29,signup,organic,tablet,control,0.0
7721,2025-01-02 13:44:20,visit,paid_search,mobile,control,0.0
5068,2025-01-02 13:46:57,visit,paid_search,mobile,control,0.0
10193,2025-01-02 13:47:47,visit,referral,desktop,control,0.0
9073,2025-01-02 13:47:49,visit,organic,desktop,treatment,0.0
1682,2025-01-02 13:55:22,signup,social,desktop,control,0.0
889,2025-01-02 14:05:31,visit,social,desktop,treatment,0.0
7064,2025-01-02 14:15:31,visit,referral,mobile,control,0.0
5844,2025-01-02 14:16:18,purchase,paid_search,desktop,control,45.07
9547,2025-01-02 14:18:22,visit,social,mobile,treatment,0.0
7227,2025-01-02 14:18:26,add_to_cart,social,mobile,control,0.0
3234,2025-01-02 14:23:41,session,referral,mobile,control,0.0
10193,2025-01-02 14:36:53,signup,referral,desktop,control,0.0
11372,2025-01-02 14:37:19,visit,paid_search,mobile,treatment,0.0
9073,2025-01-02 14:44:45,signup,organic,desktop,treatment,0.0
7721,2025-01-02 14:56:40,signup,paid_search,mobile,control,0.0
5068,2025-01-02 15:00:26,signup,paid_search,mobile,control,0.0
11757,2025-01-02 15:12:56,visit,paid_search,mobile,treatment,0.0
7064,2025-01-02 15:16:54,signup,referral,mobile,control,0.0
5438,2025-01-02 15:18:55,visit,organic,mobile,control,0.0
10610,2025-01-02 15:27:09,add_to_cart,referral,desktop,control,0.0
4931,2025-01-02 15:38:10,visit,organic,mobile,control,0.0
9547,2025-01-02 15:41:57,signup,social,mobile,treatment,0.0
8334,2025-01-02 15:45:38,visit,organic,tablet,treatment,0.0
8334,2025-01-02 15:48:48,signup,organic,tablet,treatment,0.0
1652,2025-01-02 15:51:48,visit,organic,mobile,treatment,0.0
6471,2025-01-02 15:54:36,visit,email,mobile,control,0.0
7135,2025-01-02 15:59:14,visit,organic,desktop,control,0.0
11372,2025-01-02 16:02:01,signup,paid_search,mobile,treatment,0.0
11922,2025-01-02 16:02:37,visit,referral,desktop,treatment,0.0
889,2025-01-02 16:02:46,signup,social,desktop,treatment,0.0
11922,2025-01-02 16:08:06,signup,referral,desktop,treatment,0.0
5438,2025-01-02 16:12:36,signup,organic,mobile,control,0.0
7135,2025-01-02 16:22:11,signup,organic,desktop,control,0.0
6527,2025-01-02 16:39:53,visit,social,mobile,treatment,0.0
6471,2025-01-02 16:40:08,signup,email,mobile,control,0.0
2975,2025-01-02 16:47:46,add_to_cart,organic,tablet,control,0.0
2090,2025-01-02 16:51:16,visit,organic,mobile,control,0.0
1594,2025-01-02 16:58:30,visit,email,mobile,treatment,0.0
8496,2025-01-02 17:06:18,visit,social,desktop,control,0.0
11324,2025-01-02 17:07:39,visit,organic,mobile,treatment,0.0
7599,2025-01-02 17:17:15,visit,paid_search,desktop,control,0.0
4117,2025-01-02 17:25:50,visit,referral,mobile,control,0.0
4931,2025-01-02 17:37:42,signup,organic,mobile,control,0.0
1652,2025-01-02 17:38:22,signup,organic,mobile,treatment,0.0
1594,2025-01-02 17:54:29,signup,email,mobile,treatment,0.0
6436,2025-01-02 17:54:42,visit,paid_search,desktop,control,0.0
8674,2025-01-02 18:01:11,visit,paid_search,desktop,treatment,0.0
1167,2025-01-02 18:07:22,visit,social,desktop,control,0.0
11144,2025-01-02 18:19:55,visit,organic,mobile,treatment,0.0
4131,2025-01-02 18:20:56,session,referral,desktop,control,0.0
8991,2025-01-02 18:24:43,visit,referral,mobile,control,0.0
7758,2025-01-02 18:26:05,visit,paid_search,tablet,treatment,0.0
1529,2025-01-02 18:28:42,visit,paid_search,desktop,control,0.0
2171,2025-01-02 18:42:20,add_to_cart,referral,desktop,treatment,0.0
11324,2025-01-02 18:49:00,signup,organic,mobile,treatment,0.0
7758,2025-01-02 19:02:18,signup,paid_search,tablet,treatment,0.0
8991,2025-01-02 19:11:04,signup,referral,mobile,control,0.0
1652,2025-01-02 19:14:35,add_to_cart,organic,mobile,treatment,0.0
7581,2025-01-02 19:22:25,visit,paid_search,desktop,control,0.0
8674,2025-01-02 19:23:48,signup,paid_search,desktop,treatment,0.0
6436,2025-01-02 19:27:45,signup,paid_search,desktop,control,0.0
4046,2025-01-02 19:30:50,visit,paid_search,mobile,control,0.0
10357,2025-01-02 19:32:07,visit,email,mobile,control,0.0
11080,2025-01-02 19:38:55,purchase,organic,desktop,treatment,48.24
6281,2025-01-02 19:40:10,visit,organic,mobile,control,0.0
8900,2025-01-02 19:48:13,visit,social,desktop,control,0.0
8655,2025-01-02 19:55:08,visit,organic,desktop,treatment,0.0
300,2025-01-02 19:58:31,visit,referral,mobile,control,0.0
7581,2025-01-02 19:59:13,signup,paid_search,desktop,control,0.0
300,2025-01-02 20:00:06,signup,referral,mobile,control,0.0
9002,2025-01-02 20:06:13,visit,organic,mobile,treatment,0.0
